"ID","単語","品詞","意味","例文","訳文","発音記号","類義語","反意語","SVL"
"2752","outdoor","形容詞","野外の、屋外の、戸外の、アウトドアの","Hiking, skiing, climbing and other outdoor activities are growing in popularity.","ハイキング、スキー、登山、その他のアウトドア活動は人気が高まっている。","/àutdɔ́:/","outside, exterior","indoor, inner, interior","3"
"2753","infrastructure","名詞","インフラ、構造基盤、下部組織","A good road infrastructure is critical to a good economy.","良好な道路インフラは良好な経済にとって不可欠である。","/ínfrəstrʌ̀ktʃə/","base, substructure","","9"
"2754","imperialism","名詞","帝国主義、帝政","European imperialism gradually ended after the second world war.","欧州の帝国主義は第2次世界大戦後徐々に終焉(しゅうえん)を迎えた。","/impíəriəlìzm/","","","9"
"2755","grocery","名詞","食料雑貨店、食料品店","My dad is usually the one who does the grocery shopping.","私の父は普段、食料品の買い物を担当している。","/gróusəri/","","","5"
"2756","welfare","名詞","幸福、福利、福祉、繁栄","Mayfield School takes the children's welfare extremely seriously.","メイフィールド校は、子どもたちの福祉に極めて真摯に向き合っている。","/wélfɛ̀ə/","well-being, benefit","ill-being, unhappiness","4"
"2757","coalition","名詞","連立、連合、連立政権","Labour is in coalition with the Green Party.","労働党は緑の党と連立している。","/kòuəlíʃən/","alliance","","8"
"2758","federal","形容詞","連邦の、連邦制の、連邦政府の","Germany has a total of 16 semiautonomous federal states.","ドイツには半自治的な連邦州が合計で16州ある。","/fédərəl/","","","5"
"2759","urban","形容詞","都市の、都会の、都市に住む","The city's boundaries have gradually been expanding because of urban sprawl.","この市の境は、都市スプロール現象により徐々に拡大している。","/ə́:rbən/","metro, metropolitan","rural, rustic","5"
"2760","storey","名詞","(建物の)階、階層、同じ階の全部屋","They lived in a three-storey redbrick building.","彼らは3階建ての赤レンガ造りのビルに住んでいた。","/stɔ́:ri/","floor","","1"
"2761","protest","名詞/動詞","反対・抗議(運動) / ～に抗議する、異議を申し立てる","Some climate change protests cause traffic jams that increase carbon emissions.","気候変動の抗議行動は交通渋滞を引き起こし、二酸化炭素排出を増加させる。","/próutest/ (名), /prətést/ (動)","objection, complaint; object, complain","","3"
"2762","commute","名詞/動詞","通勤、通学 / 通勤(通学、往復)する","Trains are at their busiest during the morning commute.","電車は朝の通勤時が最も本数が多い。","/kəmjú:t/","travel","","8"
"2763","residential","形容詞","住居の、住宅の、住居に適した","Opening a bar is not allowed as this is a residential neighbourhood.","ここは住宅地なのでバーの開業は認められていない。","/rèzidénʃəl/","","","6"
"2764","countryside","名詞","田舎、地方、田園地方","Tired of the urban lifestyle, they moved to the countryside after retirement.","都会の生活に疲れたため、彼らは引退後田舎に引っ越した。","/kʌ́ntrisàid/","country","","3"
"2765","monarch","名詞","(世襲的、専制的)君主、国王","Countries led by monarchs are often more stable, for some reason.","君主が主導する国々の方が、どういうわけか安定していることが多い。","/mɔ́nək/","king, queen, emperor, empress","","5"
"2766","constitution","名詞","憲法、規約","Only the US Supreme Court can make changes to the constitution.","米連邦最高裁判所だけがアメリカの憲法を修正できる。","/kɔ̀nstitjú:ʃən/","","","4"
"2767","hierarchy","名詞","階層制、階層、ヒエラルキー","The Indian caste system is an outdated and harmful social hierarchy.","インドのカースト制は時代遅れで有害な社会階級制度である。","/háiərɑ̀:rki/","ranking, grading","","8"
"2768","pastime","名詞","娯楽、気晴らし、遊戯","His pastimes included doing crossword puzzles and listening to jazz records.","彼の娯楽はクロスワードパズルを解いたりジャズのレコードを聴いたりといつたことであった。","/pǽstàim/","hobby, recreation, fun, activity","","5"
"2769","mayor","名詞","市長、町長、首長","Yet again, the mayor won the election by a landslide.","そしてまた、市長は選挙で圧勝した。","/méə/","","","4"
"2770","parliament","名詞","(イギリスの)国会、議会","Members of Parliament are chosen every four years at a general election.","国会議員は4年ごとに総選挙で選出される。","/pɑ́:rləmənt/","congress, diet","","4"
"2771","population","名詞","人口、住民数、(一定地域の)全住民","The world's population is expected to reach 8 billion in 2023.","世界の人口は2023年に80億人に達するとみられている。","/pɔ̀pjuléiʃən/","","","3"
"2772","ancestry","名詞","祖先、先祖; 家系、家柄","She's of Irish, German and Welsh ancestry, but her parents were born in the US.","彼女はアイルランド人、ドイツ人、ウェールズ人を祖先にもつが、両親はアメリカで生まれた。","/ǽnsestri/","","posterity","7"
"2773","law","名詞","法、法律; 司法、訴訟","Driving on the right side of the road in Britain is against the law.","イギリスで道路の右側を運転するのは法律違反である。","/lɔ́:/","act, code, legislation, regulation; judiciary","","2"
"2774","citizen","名詞","国民、市民","Only Japanese citizens are permitted to have Japanese passports.","日本国民だけが日本のパスポートを持つことが許されている。","/sítəzən/","civilian, resident","foreigner","2"
"2775","estate","名詞","遺産、不動産(権); 地所、私有地","Their parents' estate is estimated at 6.4 million pounds.","彼らの両親の遺産は推定640万ポンドである。","/istéit/","property, possessions, ownership","","4"
"2776","riot","名詞/動詞","暴動、反乱 / 暴動を起こす、騒動に加わる","The 1981 Brixton riots have gone down in British history.","1981年のブリクストン暴動はイギリスの歴史に刻まれた。","/ráiət/","disturbance; rampage","","7"
"2777","democracy","名詞","民主主義、民主制、民主政体","True democracy did not begin until women were given the right to vote.","真の民主主義は、女性に投票権が与えられるまで始まらなかった。","/dimɔ́krəsi/","","","3"
"2778","crime","名詞","(罰則のある)犯罪、罪","Violent crimes have been falling in most countries since the 1990s.","暴力犯罪は1990年代以降、ほとんどの国で減少している。","/kráim/","breach, misconduct, violation","","3"
"2779","aristocracy","名詞","貴族政治、貴族、貴族社会","Even though it's a democracy, Britain is still ruled by its aristocracy.","民主主義ではあるものの、イギリスは依然として貴族政治に支配されている。","/æ̀ristɔ́krəsi/","nobility","","8"
"2780","fiscal","形容詞","財務の、財政上の、会計の","Quantitative easing is not a viable long-term fiscal policy.","量的緩和は長期財政政策としては有効ではない。","/fískəl/","financial","","7"
"2781","renowned","形容詞","有名な、高名な、名高い","It takes a lot more than good grades to get admitted into such a renowned music school.","そのような有名な音楽学校に合格するには良い成績に加えはるかに多くのことが必要だ。","/rináund/","famous, prominent","nameless, obscure","9"
"2782","household","名詞","家族、世帯、所帯、家庭","The number of single-person households is expected to increase.","単身世帯の数は増加すると想定されている。","/háushòuld, háushòuld/","family, home, house","","4"
"2783","empire","名詞","帝国、帝王の領土","The Ottoman Empire was dissolved after World War I, in 1923.","オスマン帝国は、第1次世界大戦後の1923年に崩壊した。","/émpaiə/","","","4"
"2784","tribe","名詞","部族、種族","The uncontacted tribes in the Amazon want to be left alone.","アマゾンの非接触部族は、放っておかれたいと思っている。","/tráib/","","","4"
"2785","nationality","名詞","国籍","Japanese nationality is difficult for foreign-born citizens to obtain.","日本国籍は、外国生まれの市民にとっては取得するのが難しい。","/næ̀ʃənǽləti/","","","4"
"2786","current affairs","熟語","時事問題","I watch the evening news to keep up with current affairs.","私は時事問題を常に把握するために夕方のニュースを見ている。","","","","N/A"
